iGalID,iGrID,Name,RAJ2000,DEJ2000,z,logMstar
31572,22925,"    03004755+1654512",45.19812012,16.9142704,0.0731244,
10849,7890,"    03043271+1740562",46.13631058,17.68230057,0.0321618,
11477,8363,"    02550056+1600445",43.75238037,16.01239967,0.0320943,
12936,9408,"    02551742+1609438",43.82250977,16.16220093,0.0493729,
14225,10345,"    02563462+1653051",44.14426041,16.88471985,0.0318644,
4073,2929,"    02570755+1730514",44.28144836,17.51433945,0.0226217,
39639,28749,"    02495376+1659054",42.47399139,16.98484993,0.0388283,
37478,27208,"    02594586+1704294",44.94104004,17.0748806,0.0551462,
23965,17433,"    02584399+1715453",44.68334961,17.26262093,0.0193943,
23189,16863,"    03012996+1751103",45.37479019,17.8528595,0.0192031,
40377,29274,"    03041413+1828516",46.0588913,18.48097038,0.0317308,
30979,22503,"    03001053+1854096",45.04389954,18.90269089,0.032224,
27854,20262,"    03473213+1118444",56.88391876,11.31233978,0.030834,
27222,7767,"    03405810+1044095",55.24206161,10.73596954,0.0386486,
10679,7767,"    03411738+1044326",55.32246017,10.74234962,0.0380966,
25981,18898,"    03455777+1119528",56.49068069,11.33137989,0.0357574,
23893,17380,"    03504029+1057052",57.66786957,10.95149994,0.0414684,
34666,25167,"    03532908+1144463",58.37112045,11.74625015,0.0338892,
18855,13724,"    03395690+1056322",54.98712158,10.94225025,0.035176,
14515,10542,"    03375957+1212232",54.49827957,12.20650005,0.0208887,
36172,26260,"    03343755+1203531",53.65644836,12.0648098,0.0343661,
25099,4464,"    03450331+1224593",56.26377106,12.41652012,0.0220523,
30127,4464,"    03445254+1234323",56.21897125,12.57565022,0.0214311,
6155,4464,"    03460336+1242114",56.5139389,12.70312023,0.0218834,
13890,3746,"    03484651+1308208",57.19374847,13.13916969,0.0222894,
5199,3746,"    03473897+1315214",56.9123497,13.25592995,0.0218871,
26779,19466,"    03415763+1317333",55.49016953,13.29261017,0.0405002,
10977,7989,"    03424988+1336422",55.70783997,13.61172009,0.0285684,
12059,8799,"    03413516+1333026",55.3965416,13.55068016,0.03242,
20887,8799,"    03412624+1334207",55.35939026,13.57236958,0.032816,
23559,17130,"    03521639+1324193",58.06827927,13.40536022,0.0427693,
21853,15901,"    04024018+1409523",60.6674118,14.16452026,0.034387,
28984,21067,"    04020625+1411257",60.52608109,14.19044018,0.0623913,
13039,9490,"    04051811+1428179",61.32542038,14.4716301,0.0271185,
20154,14671,"    04005084+1432413",60.21194077,14.54487038,0.0356245,
37639,27324,"    04030348+1515062",60.76454163,15.25170994,0.0444787,
16823,12215,"    03515056+1342530",57.96076965,13.71467972,0.0282778,
39695,28793,"    03523499+1352363",58.1457901,13.8768301,0.033762,
19092,13897,"    03493023+1350330",57.37594986,13.84245968,0.0334073,
32368,23502,"    03502420+1359583",57.60081863,13.9995203,0.0280005,
40925,29680,"    03554190+1425023",58.92465973,14.41734028,0.0605336,
19533,14217,"    03551629+1435410",58.81790161,14.59471989,0.021859,
30777,22365,"    03521445+1426323",58.06031036,14.44235039,0.0470318,
25811,18771,"    03542323+1522409",58.59677124,15.37804985,0.0276848,
32275,23433,"    03525909+1538229",58.24623871,15.63976955,0.0323752,
8845,6439,"    03541599+1555429",58.56661987,15.92862034,0.0217796,
18773,6439,"    03540767+1559241",58.5320282,15.99003983,0.0216922,
42971,31122,"    03584423+1624130",59.68426895,16.4036808,0.0522443,
21400,15566,"    03565798+1629045",59.24156952,16.4846096,0.0262993,
39080,26260,"    03335975+1209160",53.49895859,12.15452003,0.0335262,
38072,27626,"    03360688+1245362",54.02864838,12.76000977,0.0584574,
18414,13408,"    03365250+1324239",54.21873093,13.40660954,0.0297542,
25736,18717,"    03325710+1307404",53.23791885,13.12784958,0.033717,
26021,18930,"    03354522+1349233",53.93844986,13.82316971,0.0313956,
38118,27660,"    03392830+1323417",54.86766815,13.39305019,0.0324569,
15985,11605,"    03434891+1419059",55.95388031,14.31826019,0.0207477,
4114,2956,"    03391501+1427377",54.81251144,14.46041965,0.0334183,
8893,6478,"    03403257+1503312",55.13582993,15.05873966,0.0251125,
37880,4816,"    03411489+1515130",55.31198883,15.25360966,0.0287362,
42912,4816,"    03395720+1526123",54.98836136,15.43682003,0.0271631,
23339,4816,"    03401388+1528322",55.05783081,15.47564983,0.0281746,
8371,6091,"    03292383+1345325",52.3493309,13.75907993,0.0201838,
37203,27005,"    03312123+1423054",52.83850098,14.38492012,0.05763,
40172,29121,"    03343935+1507111",53.66400909,15.1198101,0.0372039,
30731,22329,"    03322424+1523302",53.10100937,15.39173985,0.0198601,
19532,14216,"    03390659+1545567",54.77750015,15.7657299,0.0424915,
14845,10778,"    03380688+1544412",54.52864075,15.74473,0.0289913,
40378,29275,"    03352180+1546573",53.84078979,15.78258991,0.0299521,
30525,22177,"    03325908+1552284",53.24620056,15.87458992,0.0305678,
22293,16221,"    03302375+1546030",52.59906006,15.76745987,0.0258518,
27347,19888,"    03462983+1524440",56.62429047,15.41219997,0.0286875,
36127,26223,"    03490044+1551018",57.25194931,15.85048008,0.0574965,
37881,27488,"    03431457+1528471",55.81069946,15.47978973,0.0293489,
6632,4816,"    03412829+1515326",55.36785126,15.25903988,0.0304276,
39081,4816,"    03411566+1521310",55.31523895,15.35855961,0.0309433,
42133,4816,"    03411352+1522440",55.30632019,15.37886047,0.0266124,
11185,4816,"    03411752+1523477",55.32305908,15.39657974,0.0290531,
41490,30073,"    03412175+1525247",55.34064102,15.42356014,0.0241859,
33425,4816,"    03411001+1529010",55.29164886,15.48357964,0.0300459,
38227,27738,"    03431740+1533221",55.82242966,15.55613041,0.0257551,
26258,19092,"    03444269+1544117",56.17789078,15.73665047,0.0446679,
38329,27488,"    03423918+1538365",55.66326141,15.64346027,0.0307762,
22232,16179,"    03424723+1549312",55.69676971,15.82534027,0.0445455,
29891,4816,"    03405424+1538021",55.22595978,15.63395023,0.0300079,
11856,6035,"    03420391+1559182",55.51631165,15.98838043,0.0301198,
40287,6035,"    03425152+1559542",55.71453094,15.99851036,0.0303068,
8303,6035,"    03413569+1601136",55.39873886,16.02042961,0.0299042,
41384,29998,"    03460998+1615413",56.54167938,16.26151085,0.0293754,
42188,30585,"    03550453+1702320",58.76895905,17.04217911,0.0263632,
17996,13086,"    03532537+1710464",58.35567093,17.17951965,0.0336028,
21424,15587,"    03490378+1703008",57.26576996,17.05021095,0.0258347,
15619,11340,"    03515907+1748211",57.99617004,17.80581093,0.0268981,
13003,9459,"    03500758+1741041",57.5316391,17.68450928,0.0265061,
17067,9459,"    03495856+1750011",57.49404144,17.83369064,0.0262452,
23338,16970,"    03391359+1549107",54.80662155,15.81956005,0.0322137,
29811,21660,"    03394459+1548035",54.93584061,15.80105972,0.0287755,
35981,14216,"    03391737+1551238",54.8223381,15.85669994,0.0426257,
36720,26664,"    03401090+1723482",55.04542923,17.39665985,0.0428354,
5176,3727,"    03404513+1744282",55.18801117,17.74117088,0.0326298,
34573,25100,"    03485009+1803164",57.20880127,18.05451965,0.0280267,
36782,26703,"    03501721+1812573",57.57170105,18.21594048,0.0344174,
13524,9850,"    03450802+1837323",56.28350067,18.62569046,0.0270824,
4985,3592,"    04063078+1450139",61.62820053,14.83718967,0.0338014,
16738,12151,"    04090615+1530500",62.27561951,15.51387024,0.0425307,
26629,12151,"    04090024+1530510",62.25107956,15.51422977,0.0445171,
32116,23320,"    04033995+1528549",60.91656876,15.4819603,0.053039,
37481,27209,"    04045924+1622373",61.2469101,16.37705994,0.0337555,
16888,12260,"    04112469+1632492",62.85290146,16.54696083,0.0239355,
28145,20463,"    04153772+1721413",63.90718079,17.36145973,0.0492769,
4716,3394,"    04090882+1706420",62.28684998,17.11169052,0.0239205,
20304,14782,"    04024381+1602593",60.68260956,16.04982948,0.0470798,
13891,10119,"    04004606+1734593",60.19197845,17.58311081,0.0170023,
12920,9398,"    04073174+1705316",61.88227844,17.09205055,0.0405342,
22606,16432,"    04185486+1746345",64.72855377,17.77614975,0.0526958,
35081,25478,"    04182179+1802409",64.59091949,18.04464912,0.0556496,
35688,25906,"    04222666+1819323",65.61119843,18.32567024,0.0540654,
33553,24363,"    04185199+2019377",64.71669769,20.32715034,0.0576056,
10945,4068,"    03542163+1733229",58.59019089,17.55633926,0.0328335,
5650,4068,"    03541904+1735059",58.5794487,17.58501053,0.03323,
29386,21354,"    03560320+1752283",59.01327896,17.87451935,0.0293109,
17756,12904,"    03545549+1823029",58.73117828,18.38414955,0.0254348,
32904,23882,"    03560515+1835017",59.0214119,18.58385086,0.0481058,
9664,7041,"    04024781+1900191",60.69923019,19.00539017,0.0225249,
19763,14386,"    04004375+1848180",60.1823082,18.80496979,0.0499309,
41867,22179,"    04014427+1924038",60.43442917,19.40105057,0.057079,
7392,5378,"    04050682+1858410",61.27846909,18.9781208,0.0226327,
30527,22179,"    04021299+1929075",60.55419922,19.48545074,0.0544576,
4255,3058,"    04034287+1953415",60.92861938,19.89495087,0.022182,
27461,3058,"    04040570+2002393",61.02378082,20.04426003,0.0219538,
28709,20866,"    04015988+2014255",60.49946976,20.24045944,0.0214137,
22264,16199,"    03502671+1849383",57.61138916,18.82722092,0.0278638,
31989,5054,"    03525792+1859125",58.24132919,18.98687935,0.0257387,
6962,5054,"    03533683+1906174",58.4034996,19.10482979,0.026115,
12953,9422,"    03534627+1958259",58.44274139,19.97390938,0.0283956,
42029,30478,"    04042394+2025373",61.09981155,20.42711067,0.0293054,
5100,3669,"    04045553+2049474",61.23139191,20.82987022,0.0201639,
22151,6721,"    04083923+2113150",62.16337967,21.22085953,0.0219847,
9236,6721,"    04091030+2126244",62.29290009,21.44018936,0.020817,
22916,16669,"    04051578+2122240",61.31575012,21.37332916,0.0294023,
42283,3238,"    04022433+2111242",60.60142136,21.19009018,0.0200551,
12463,3238,"    04025545+2129017",60.73112106,21.48384094,0.0194574,
4494,3238,"    04023929+2133392",60.66371918,21.56090927,0.0201128,
13962,3238,"    04023018+2137312",60.62583923,21.62541962,0.0206121,
14807,3238,"    04021059+2157095",60.54410934,21.95269966,0.0211339,
7093,1725,"    04041097+2207413",61.04571915,22.12815094,0.0210632,
28385,1725,"    04040967+2207543",61.04029083,22.13171005,0.0208198,
8729,3238,"    04023053+2153262",60.62720871,21.89063072,0.0212888,
2439,1725,"    04034398+2209325",60.93328094,22.15909004,0.0204844,
10989,1725,"    04052131+2214250",61.33880997,22.24029922,0.0207587,
23042,12448,"    03590804+2135061",59.78359985,21.58507919,0.0245099,
17134,12448,"    03592992+2147497",59.87469864,21.79714012,0.0246282,
36309,26352,"    03585109+2149320",59.71294022,21.82556915,0.0327423,
2227,1568,"    04020678+2307585",60.52832031,23.13290977,0.0206,
19350,1568,"    04014077+2306458",60.41991043,23.11272049,0.0204413,
26553,19304,"    04014070+2312228",60.41965103,23.20630074,0.0247881,
6616,4802,"    04065299+2251478",61.7208786,22.86333084,0.0203656,
19554,14229,"    04105540+2325207",62.73085022,23.42248917,0.017371,
23728,7333,"    04082731+2320333",62.11388016,23.34256935,0.0203095,
10081,7333,"    04080270+2317344",62.0112915,23.29286957,0.0205609,
30261,7540,"    03223250+1447239",50.63550949,14.79001999,0.032888,
10368,7540,"    03223436+1454489",50.64324951,14.91364002,0.0332548,
19813,7540,"    03223581+1457339",50.64923096,14.95952034,0.0332682,
23823,17332,"    03234076+1526083",50.91986084,15.43566036,0.0362035,
12136,8853,"    03205078+1556355",50.21165085,15.94316959,0.0390411,
22803,16585,"    03240020+1610578",51.00083923,16.18277931,0.038165,
33887,24603,"    03284311+1612564",52.17966843,16.2157402,0.0331253,
23664,17208,"    03250513+1628054",51.27133179,16.46824074,0.0397367,
40821,29609,"    03152679+1602345",48.86167908,16.04295921,0.0374735,
34305,24901,"    03163720+1622070",49.15510941,16.36870956,0.0404392,
29383,8839,"    03143772+1624485",48.65721893,16.41341972,0.0379766,
26927,19581,"    03141008+1629075",48.54199982,16.48541069,0.0330535,
12112,8839,"    03141689+1631385",48.57036972,16.52736092,0.0370548,
15841,11498,"    03133550+1648401",48.39796829,16.81118011,0.0326309,
32324,23469,"    03153490+1749154",48.89542007,17.82101059,0.0431682,
29933,21752,"    03212595+1806093",50.35810852,18.10265923,0.0609369,
7752,5647,"    03381751+1923114",54.57294846,19.3865509,0.0328214,
28499,20725,"    03372034+1940413",54.33472824,19.67819023,0.0586267,
20280,14764,"    03393387+2031408",54.89109039,20.52803993,0.0266799,
28038,20392,"    03365030+2107373",54.20957184,21.12700081,0.0263143,
41172,29853,"    03131933+1759222",48.33058929,17.98951912,0.0340501,
12977,9438,"    03093694+1830023",47.40382004,18.50064087,0.0351377,
18283,13307,"    03125091+1847400",48.2121582,18.79450989,0.0325047,
24899,3420,"    03095739+1907173",47.48921967,19.12144089,0.0333892,
26627,19356,"    03112620+1857163",47.85914993,18.95461082,0.0330621,
40000,3420,"    03101214+1913163",47.55057144,19.22116089,0.0313766,
33841,24573,"    03143550+1924537",48.64802933,19.41492081,0.0285886,
11395,8297,"    03122630+1914460",48.10956955,19.24605942,0.0317297,
33976,8297,"    03123336+1920520",48.13906097,19.34778023,0.0320136,
38018,27586,"    03052303+1922276",46.34601974,19.37434006,0.0435381,
4752,3420,"    03095845+1912293",47.49354172,19.20812988,0.0334693,
15320,11132,"    03101384+1916083",47.5577507,19.26893044,0.0359575,
22511,3420,"    03104872+1926156",47.70299911,19.43774033,0.0334564,
14163,3420,"    03102544+1936235",47.60610962,19.60658073,0.0342849,
40591,29441,"    03005912+1919232",45.24636841,19.32323074,0.0327111,
19036,13856,"    03123596+1949560",48.14986038,19.83222961,0.0554009,
37479,9567,"    03102408+2015145",47.60031891,20.2540493,0.035272,
27421,9567,"    03104014+2017156",47.66724014,20.28775978,0.0344398,
13151,9567,"    03102577+2023055",47.60739899,20.38496017,0.0340087,
20984,15264,"    03123075+2029530",48.12815094,20.49811935,0.0470562,
14207,10336,"    03071575+2054267",46.81560898,20.90739059,0.0337057,
15956,11581,"    03083074+2046206",47.12805176,20.77232933,0.0267832,
38223,27735,"    03094343+2112273",47.43104935,21.20755005,0.0343064,
15397,11175,"    03211017+1948442",50.29230118,19.81229973,0.0269273,
16761,12169,"    03262201+2120068",51.59170914,21.33526993,0.0330784,
28384,20637,"    03501002+2303253",57.54174042,23.0571003,0.0196082,
27889,20287,"    03405536+2335338",55.23065948,23.59267044,0.0588188,
21356,15532,"    03434456+2403386",55.93568039,24.06069946,0.0194362,
26668,19388,"    04003640+2329461",60.15177155,23.49611092,0.0480572,
18343,13350,"    04023790+2513580",60.65787888,25.23283005,0.0188124,
26475,19254,"    03544347+2530159",58.68112183,25.50440979,0.0567203,
21100,15346,"    03543216+2636489",58.63401031,26.61363029,0.0565962,
16481,11963,"    03373364+2317356",54.39011002,23.29319,0.0217382,
21258,15453,"    03394689+2407557",54.94546127,24.13216972,0.0595839,
40645,29481,"    03302646+2439251",52.61022186,24.65703964,0.0381955,
16822,12214,"    03494511+2810003",57.43793869,28.16679955,0.0162196,
33262,24148,"    03411735+2640147",55.32226181,26.67071915,0.0780816,
10369,7541,"    03472230+2905527",56.84302139,29.09794998,0.0228034,
10907,7934,"    02095560+1045429",32.48168945,10.76198959,0.0218464,
12633,9199,"    02224783+1138182",35.69935989,11.63833046,0.0430688,
23909,17392,"    02165218+1147385",34.21736908,11.79399014,0.0436532,
3317,2374,"    02174133+1228139",34.42222977,12.47060966,0.0113148,
26819,19497,"    02112732+1150091",32.86378098,11.83592033,0.0439066,
32901,23879,"    02054886+1154551",31.45352936,11.91534996,0.0374472,
33840,24572,"    02181517+1312157",34.56320953,13.20438004,0.0112005,
36082,26191,"    02133751+1343411",33.40626144,13.72811985,0.0401864,11.43732
28983,21066,"    02124235+1358096",33.17649078,13.96938038,0.0401831,
18906,13766,"    02131090+1401048",33.29545975,14.01799965,0.02519,
6574,4776,"    02263732+1209193",36.6554718,12.15534019,0.0267276,
39021,28302,"    02284344+1303435",37.18106079,13.06208038,0.0429811,
19592,14261,"    02230698+1251539",35.7790184,12.86499023,0.0373176,
40920,29677,"    02274916+1339054",36.95487976,13.65155029,0.0401399,
7080,5151,"    02213101+1411559",35.37924957,14.19886017,0.011647,
37691,27363,"    02234071+1427061",35.91968918,14.45172977,0.0409276,
6254,573,"    02171073+1432521",34.29470062,14.54782009,0.0116176,
9865,573,"    02175332+1431179",34.47203827,14.5217104,0.0120204,
845,573,"    02175963+1432387",34.4985199,14.54403973,0.0121975,
20839,15160,"    02251295+1503295",36.30400848,15.05815983,0.025986,
16149,6539,"    02213017+1545419",35.37574005,15.76161957,0.0124887,
41380,29997,"    02034484+1209224",30.93685913,12.15631008,0.0459962,
2691,1901,"    02052852+1315054",31.36891937,13.25150967,0.0250084,
36869,5012,"    02113357+1355016",32.88986969,13.91713047,0.0256209,9.99506
35429,25721,"    02093947+1358589",32.41447067,13.98313046,0.0482379,11.38552
6905,5012,"    02111449+1407144",32.81039047,14.12067986,0.0247295,
21217,5012,"    02113076+1418016",32.87823868,14.30047989,0.0256276,10.85784
13756,5012,"    02123874+1422006",33.16141891,14.36680031,0.0255451,10.82138
7091,5012,"    02113915+1417536",32.91312027,14.29821014,0.0249479,
3270,2341,"    02082498+1420589",32.1040802,14.34967041,0.0138794,10.57261
28661,20830,"    02053916+1439081",31.41320992,14.65223026,0.0419751,11.36815
31683,20830,"    02055819+1455101",31.49249077,14.91950989,0.0409928,
19088,13895,"    02094195+1502179",32.42483902,15.03831005,0.041563,
31821,13895,"    02093988+1503239",32.4160881,15.05673981,0.0427299,
3689,2646,"    01593471+1400299",29.89472008,14.00825977,0.0144015,10.93003
21704,15792,"    01581625+1417482",29.56765938,14.29668045,0.0252073,10.9997
10678,7766,"    01570981+1432592",29.29084969,14.54983997,0.0254572,11.14547
39517,28662,"    01555194+1456246",28.96649933,14.94019985,0.0428717,10.69518
23184,16859,"    01564353+1500531",29.18137932,15.01480007,0.0147263,
6746,2138,"    02034457+1442334",30.93577003,14.70928001,0.0112591,10.55505
3008,2138,"    02034980+1444204",30.95749092,14.73904991,0.0111861,10.74818
